Date,Origin Movement ID,Origin Display Name,Destination Movement ID,Destination Display Name,Daily Mean Travel Time (Seconds),Daily Range - Lower Bound Travel Time (Seconds),Daily Range - Upper Bound Travel Time (Seconds),AM Mean Travel Time (Seconds),AM Range - Lower Bound Travel Time (Seconds),AM Range - Upper Bound Travel Time (Seconds),PM Mean Travel Time (Seconds),PM Range - Lower Bound Travel Time (Seconds),PM Range - Upper Bound Travel Time (Seconds),Midday Mean Travel Time (Seconds),Midday Range - Lower Bound Travel Time (Seconds),Midday Range - Upper Bound Travel Time (Seconds),Evening Mean Travel Time (Seconds),Evening Range - Lower Bound Travel Time (Seconds),Evening Range - Upper Bound Travel Time (Seconds),Early Morning Mean Travel Time (Seconds),Early Morning Range - Lower Bound Travel Time (Seconds),Early Morning Range - Upper Bound Travel Time (Seconds),Category
06/09/2019,3396,"The Palace Of Fine Arts, 3601 Lyon St, San Francisco, CA",3603,"Embarcadero, San Francisco, CA",1588.0,1054.0,2392.0,692.0,356.0,1780.0,930.0,574.0,880.0,995.0,335.0,894.0,1133.0,510.0,539.0,674.0,399.0,549.0,3
04/28/2019,3603,"Embarcadero, San Francisco, CA",3394,"Fisherman's Wharf, San Francisco, CA",639.0,512.0,796.0,603.0,987.0,842.0,664.0,555.0,793.0,654.0,524.0,817.0,608.0,492.0,753.0,696.0,360.0,517.0,6
05/18/2019,3603,"Embarcadero, San Francisco, CA",3394,"Fisherman's Wharf, San Francisco, CA",730.0,520.0,1024.0,531.0,750.0,804.0,732.0,544.0,985.0,791.0,590.0,1061.0,569.0,406.0,797.0,456.0,477.0,761.0,6
04/18/2019,3792,"Oracle Park, 24 Willie Mays Plaza, San Francisco, CA",3603,"Embarcadero, San Francisco, CA",512.0,371.0,705.0,648.0,461.0,911.0,529.0,389.0,720.0,528.0,398.0,702.0,442.0,321.0,608.0,363.0,297.0,443.0,15
04/08/2019,3792,"Oracle Park, 24 Willie Mays Plaza, San Francisco, CA",3603,"Embarcadero, San Francisco, CA",505.0,364.0,701.0,621.0,489.0,788.0,691.0,507.0,941.0,429.0,339.0,542.0,502.0,354.0,711.0,369.0,526.0,729.0,15
06/30/2019,3792,"Oracle Park, 24 Willie Mays Plaza, San Francisco, CA",3603,"Embarcadero, San Francisco, CA",616.0,385.0,987.0,1515.0,864.0,876.0,649.0,414.0,1017.0,1224.0,644.0,962.0,386.0,276.0,541.0,472.0,304.0,726.0,15
04/23/2019,3603,"Embarcadero, San Francisco, CA",3394,"Fisherman's Wharf, San Francisco, CA",682.0,500.0,931.0,1685.0,709.0,1696.0,759.0,607.0,949.0,756.0,577.0,991.0,550.0,406.0,745.0,287.0,231.0,527.0,6
05/13/2019,3603,"Embarcadero, San Francisco, CA",3394,"Fisherman's Wharf, San Francisco, CA",634.0,457.0,878.0,1069.0,630.0,486.0,650.0,473.0,893.0,584.0,470.0,726.0,611.0,424.0,880.0,472.0,630.0,481.0,6
05/15/2019,3394,"Fisherman's Wharf, San Francisco, CA",3603,"Embarcadero, San Francisco, CA",878.0,621.0,1243.0,904.0,650.0,1257.0,1081.0,754.0,1549.0,732.0,586.0,915.0,795.0,612.0,1032.0,568.0,438.0,736.0,0
04/14/2019,3603,"Embarcadero, San Francisco, CA",3396,"The Palace Of Fine Arts, 3601 Lyon St, San Francisco, CA",996.0,853.0,1164.0,515.0,305.0,1245.0,978.0,454.0,1349.0,1063.0,928.0,1219.0,936.0,279.0,405.0,608.0,546.0,487.0,7
06/01/2019,3394,"Fisherman's Wharf, San Francisco, CA",3603,"Embarcadero, San Francisco, CA",730.0,544.0,978.0,881.0,489.0,1483.0,728.0,586.0,905.0,713.0,511.0,996.0,750.0,549.0,1025.0,780.0,233.0,627.0,0
04/18/2019,3603,"Embarcadero, San Francisco, CA",3792,"Oracle Park, 24 Willie Mays Plaza, San Francisco, CA",591.0,417.0,837.0,650.0,462.0,914.0,753.0,547.0,1035.0,614.0,456.0,828.0,496.0,357.0,688.0,417.0,331.0,525.0,8
06/11/2019,3792,"Oracle Park, 24 Willie Mays Plaza, San Francisco, CA",3603,"Embarcadero, San Francisco, CA",643.0,451.0,916.0,814.0,646.0,1025.0,817.0,566.0,1180.0,595.0,433.0,816.0,463.0,366.0,585.0,449.0,371.0,542.0,15
05/29/2019,3394,"Fisherman's Wharf, San Francisco, CA",3603,"Embarcadero, San Francisco, CA",687.0,360.0,1311.0,818.0,594.0,1125.0,1019.0,635.0,1719.0,633.0,488.0,820.0,625.0,484.0,807.0,427.0,325.0,529.0,0
04/21/2019,3603,"Embarcadero, San Francisco, CA",3792,"Oracle Park, 24 Willie Mays Plaza, San Francisco, CA",469.0,332.0,664.0,480.0,380.0,607.0,479.0,339.0,677.0,501.0,332.0,757.0,455.0,339.0,611.0,410.0,301.0,558.0,8
06/06/2019,3396,"The Palace Of Fine Arts, 3601 Lyon St, San Francisco, CA",3603,"Embarcadero, San Francisco, CA",1363.0,1166.0,1595.0,1327.0,1164.0,1514.0,1527.0,1374.0,1698.0,1370.0,1151.0,1631.0,575.0,317.0,1005.0,493.0,515.0,289.0,3
04/18/2019,3396,"The Palace Of Fine Arts, 3601 Lyon St, San Francisco, CA",3603,"Embarcadero, San Francisco, CA",1313.0,964.0,1789.0,1489.0,1051.0,2110.0,1585.0,719.0,1382.0,1393.0,1123.0,1727.0,788.0,609.0,1273.0,484.0,341.0,557.0,3
05/16/2019,3603,"Embarcadero, San Francisco, CA",3792,"Oracle Park, 24 Willie Mays Plaza, San Francisco, CA",605.0,434.0,842.0,609.0,469.0,791.0,805.0,627.0,1034.0,657.0,501.0,861.0,496.0,368.0,669.0,408.0,312.0,533.0,8
06/11/2019,3396,"The Palace Of Fine Arts, 3601 Lyon St, San Francisco, CA",3603,"Embarcadero, San Francisco, CA",1438.0,1060.0,1951.0,1259.0,1102.0,1438.0,1837.0,1293.0,2612.0,604.0,328.0,957.0,724.0,357.0,783.0,407.0,283.0,462.0,3
05/07/2019,3394,"Fisherman's Wharf, San Francisco, CA",3603,"Embarcadero, San Francisco, CA",804.0,585.0,1106.0,899.0,643.0,1257.0,1371.0,486.0,1182.0,800.0,633.0,1012.0,715.0,537.0,952.0,355.0,416.0,518.0,0
05/01/2019,3792,"Oracle Park, 24 Willie Mays Plaza, San Francisco, CA",3603,"Embarcadero, San Francisco, CA",527.0,394.0,704.0,639.0,472.0,864.0,636.0,477.0,848.0,500.0,383.0,651.0,473.0,383.0,583.0,851.0,622.0,545.0,15
04/27/2019,3603,"Embarcadero, San Francisco, CA",3792,"Oracle Park, 24 Willie Mays Plaza, San Francisco, CA",510.0,359.0,724.0,489.0,376.0,635.0,592.0,412.0,852.0,561.0,392.0,804.0,480.0,335.0,688.0,381.0,324.0,449.0,8
05/11/2019,3603,"Embarcadero, San Francisco, CA",3394,"Fisherman's Wharf, San Francisco, CA",670.0,509.0,881.0,601.0,509.0,709.0,653.0,551.0,773.0,736.0,557.0,973.0,540.0,424.0,688.0,417.0,341.0,913.0,6
04/25/2019,3603,"Embarcadero, San Francisco, CA",3394,"Fisherman's Wharf, San Francisco, CA",727.0,541.0,976.0,824.0,606.0,1119.0,814.0,621.0,1067.0,727.0,549.0,963.0,571.0,461.0,708.0,336.0,423.0,748.0,6
05/26/2019,3792,"Oracle Park, 24 Willie Mays Plaza, San Francisco, CA",3603,"Embarcadero, San Francisco, CA",449.0,325.0,621.0,715.0,998.0,1818.0,358.0,288.0,445.0,486.0,346.0,682.0,444.0,327.0,602.0,407.0,297.0,628.0,15
06/21/2019,3603,"Embarcadero, San Francisco, CA",3792,"Oracle Park, 24 Willie Mays Plaza, San Francisco, CA",565.0,403.0,793.0,535.0,417.0,688.0,729.0,530.0,1002.0,614.0,460.0,820.0,476.0,339.0,669.0,423.0,317.0,564.0,8
04/10/2019,3394,"Fisherman's Wharf, San Francisco, CA",3603,"Embarcadero, San Francisco, CA",790.0,581.0,1076.0,923.0,694.0,1226.0,815.0,608.0,1090.0,693.0,583.0,823.0,683.0,516.0,903.0,643.0,423.0,786.0,0
05/09/2019,3394,"Fisherman's Wharf, San Francisco, CA",3603,"Embarcadero, San Francisco, CA",750.0,591.0,952.0,836.0,663.0,1055.0,707.0,585.0,853.0,721.0,576.0,901.0,694.0,528.0,913.0,591.0,1427.0,522.0,0
04/22/2019,3603,"Embarcadero, San Francisco, CA",3394,"Fisherman's Wharf, San Francisco, CA",685.0,537.0,874.0,877.0,608.0,1264.0,697.0,549.0,884.0,612.0,537.0,698.0,663.0,533.0,826.0,463.0,350.0,518.0,6
05/30/2019,3603,"Embarcadero, San Francisco, CA",3396,"The Palace Of Fine Arts, 3601 Lyon St, San Francisco, CA",1112.0,768.0,1608.0,845.0,474.0,1507.0,1387.0,1198.0,1607.0,1191.0,1000.0,1419.0,970.0,793.0,1188.0,361.0,368.0,747.0,7
05/03/2019,3396,"The Palace Of Fine Arts, 3601 Lyon St, San Francisco, CA",3603,"Embarcadero, San Francisco, CA",1214.0,990.0,1488.0,1152.0,962.0,1378.0,1364.0,1195.0,1557.0,1187.0,985.0,1432.0,1503.0,615.0,701.0,403.0,250.0,629.0,3
06/14/2019,3394,"Fisherman's Wharf, San Francisco, CA",3603,"Embarcadero, San Francisco, CA",831.0,602.0,1148.0,577.0,629.0,1055.0,1022.0,774.0,1349.0,811.0,653.0,1008.0,671.0,527.0,855.0,429.0,373.0,628.0,0
06/03/2019,3603,"Embarcadero, San Francisco, CA",3396,"The Palace Of Fine Arts, 3601 Lyon St, San Francisco, CA",1220.0,1011.0,1473.0,485.0,235.0,1095.0,1246.0,1018.0,1525.0,1195.0,1040.0,1373.0,561.0,962.0,798.0,400.0,634.0,819.0,7
06/26/2019,3792,"Oracle Park, 24 Willie Mays Plaza, San Francisco, CA",3603,"Embarcadero, San Francisco, CA",585.0,396.0,865.0,703.0,460.0,1074.0,591.0,460.0,760.0,623.0,402.0,966.0,389.0,325.0,466.0,898.0,318.0,393.0,15
06/28/2019,3792,"Oracle Park, 24 Willie Mays Plaza, San Francisco, CA",3603,"Embarcadero, San Francisco, CA",597.0,433.0,822.0,598.0,465.0,770.0,665.0,503.0,879.0,622.0,456.0,848.0,530.0,379.0,741.0,362.0,320.0,408.0,15
05/27/2019,3603,"Embarcadero, San Francisco, CA",3396,"The Palace Of Fine Arts, 3601 Lyon St, San Francisco, CA",1066.0,901.0,1262.0,634.0,472.0,904.0,1008.0,676.0,1662.0,1115.0,977.0,1272.0,462.0,396.0,541.0,326.0,233.0,431.0,7
06/20/2019,3603,"Embarcadero, San Francisco, CA",3792,"Oracle Park, 24 Willie Mays Plaza, San Francisco, CA",601.0,428.0,844.0,582.0,436.0,776.0,786.0,600.0,1030.0,629.0,467.0,848.0,573.0,403.0,815.0,418.0,327.0,533.0,8
04/21/2019,3603,"Embarcadero, San Francisco, CA",3394,"Fisherman's Wharf, San Francisco, CA",734.0,541.0,994.0,760.0,832.0,1898.0,640.0,524.0,783.0,808.0,589.0,1108.0,766.0,699.0,669.0,362.0,364.0,550.0,6
05/28/2019,3792,"Oracle Park, 24 Willie Mays Plaza, San Francisco, CA",3603,"Embarcadero, San Francisco, CA",547.0,391.0,764.0,708.0,522.0,960.0,676.0,507.0,901.0,461.0,362.0,587.0,510.0,361.0,721.0,960.0,283.0,610.0,15
04/21/2019,3603,"Embarcadero, San Francisco, CA",3396,"The Palace Of Fine Arts, 3601 Lyon St, San Francisco, CA",1331.0,1094.0,1619.0,1012.0,621.0,639.0,401.0,975.0,990.0,1333.0,1058.0,1679.0,429.0,527.0,1197.0,677.0,388.0,494.0,7
05/09/2019,3603,"Embarcadero, San Francisco, CA",3394,"Fisherman's Wharf, San Francisco, CA",657.0,374.0,1152.0,632.0,189.0,2111.0,812.0,605.0,1089.0,625.0,494.0,790.0,530.0,417.0,674.0,327.0,221.0,627.0,6
04/13/2019,3603,"Embarcadero, San Francisco, CA",3396,"The Palace Of Fine Arts, 3601 Lyon St, San Francisco, CA",1143.0,954.0,1370.0,1068.0,356.0,309.0,847.0,463.0,1201.0,1213.0,1069.0,1376.0,402.0,416.0,899.0,660.0,457.0,389.0,7
04/12/2019,3396,"The Palace Of Fine Arts, 3601 Lyon St, San Francisco, CA",3603,"Embarcadero, San Francisco, CA",1216.0,997.0,1483.0,1220.0,939.0,1586.0,999.0,467.0,1075.0,1323.0,1159.0,1794.0,798.0,425.0,716.0,716.0,279.0,461.0,3
06/15/2019,3394,"Fisherman's Wharf, San Francisco, CA",3603,"Embarcadero, San Francisco, CA",770.0,556.0,1066.0,532.0,356.0,505.0,963.0,669.0,1384.0,658.0,535.0,808.0,666.0,523.0,847.0,711.0,301.0,413.0,0
06/02/2019,3603,"Embarcadero, San Francisco, CA",3792,"Oracle Park, 24 Willie Mays Plaza, San Francisco, CA",439.0,325.0,593.0,389.0,300.0,504.0,438.0,348.0,551.0,454.0,331.0,622.0,467.0,355.0,613.0,375.0,271.0,520.0,8
06/29/2019,3394,"Fisherman's Wharf, San Francisco, CA",3603,"Embarcadero, San Francisco, CA",754.0,586.0,969.0,950.0,817.0,674.0,776.0,611.0,984.0,751.0,571.0,987.0,750.0,586.0,959.0,424.0,382.0,629.0,0
04/01/2019,3603,"Embarcadero, San Francisco, CA",3394,"Fisherman's Wharf, San Francisco, CA",639.0,467.0,874.0,647.0,482.0,869.0,676.0,462.0,989.0,644.0,483.0,858.0,572.0,450.0,727.0,484.0,390.0,849.0,6
05/02/2019,3603,"Embarcadero, San Francisco, CA",3396,"The Palace Of Fine Arts, 3601 Lyon St, San Francisco, CA",1144.0,894.0,1465.0,1167.0,865.0,532.0,1357.0,1048.0,1756.0,622.0,776.0,964.0,902.0,860.0,945.0,323.0,310.0,489.0,7
06/10/2019,3603,"Embarcadero, San Francisco, CA",3396,"The Palace Of Fine Arts, 3601 Lyon St, San Francisco, CA",1155.0,940.0,1420.0,1428.0,523.0,986.0,1303.0,1131.0,1501.0,1204.0,961.0,1509.0,1029.0,856.0,1237.0,517.0,192.0,525.0,7
06/15/2019,3603,"Embarcadero, San Francisco, CA",3394,"Fisherman's Wharf, San Francisco, CA",701.0,524.0,937.0,644.0,554.0,748.0,734.0,523.0,1032.0,787.0,634.0,978.0,579.0,442.0,758.0,425.0,271.0,571.0,6
06/17/2019,3603,"Embarcadero, San Francisco, CA",3396,"The Palace Of Fine Arts, 3601 Lyon St, San Francisco, CA",1106.0,867.0,1411.0,452.0,696.0,799.0,1269.0,1191.0,1353.0,1205.0,959.0,1514.0,873.0,721.0,1058.0,320.0,377.0,778.0,7
04/01/2019,3396,"The Palace Of Fine Arts, 3601 Lyon St, San Francisco, CA",3603,"Embarcadero, San Francisco, CA",1391.0,1097.0,1763.0,1483.0,1344.0,1637.0,1145.0,1141.0,865.0,691.0,1232.0,1588.0,402.0,396.0,866.0,453.0,274.0,834.0,3
04/09/2019,3603,"Embarcadero, San Francisco, CA",3394,"Fisherman's Wharf, San Francisco, CA",600.0,458.0,785.0,523.0,450.0,607.0,687.0,496.0,952.0,587.0,476.0,725.0,571.0,432.0,753.0,408.0,212.0,588.0,6
06/07/2019,3396,"The Palace Of Fine Arts, 3601 Lyon St, San Francisco, CA",3603,"Embarcadero, San Francisco, CA",1210.0,980.0,1493.0,1182.0,931.0,1502.0,760.0,395.0,1384.0,1163.0,1022.0,1323.0,460.0,511.0,638.0,434.0,388.0,442.0,3
06/09/2019,3603,"Embarcadero, San Francisco, CA",3394,"Fisherman's Wharf, San Francisco, CA",640.0,493.0,831.0,579.0,494.0,679.0,732.0,558.0,960.0,621.0,499.0,772.0,639.0,440.0,927.0,487.0,272.0,746.0,6
04/01/2019,3394,"Fisherman's Wharf, San Francisco, CA",3603,"Embarcadero, San Francisco, CA",876.0,605.0,1268.0,963.0,707.0,1311.0,1056.0,704.0,1583.0,713.0,531.0,957.0,656.0,575.0,747.0,395.0,230.0,572.0,0
05/10/2019,3603,"Embarcadero, San Francisco, CA",3792,"Oracle Park, 24 Willie Mays Plaza, San Francisco, CA",619.0,432.0,886.0,564.0,417.0,763.0,820.0,589.0,1143.0,630.0,473.0,840.0,557.0,386.0,802.0,441.0,340.0,572.0,8
06/15/2019,3792,"Oracle Park, 24 Willie Mays Plaza, San Francisco, CA",3603,"Embarcadero, San Francisco, CA",463.0,337.0,637.0,340.0,287.0,402.0,545.0,379.0,783.0,440.0,344.0,563.0,369.0,284.0,478.0,482.0,331.0,481.0,15
05/13/2019,3396,"The Palace Of Fine Arts, 3601 Lyon St, San Francisco, CA",3603,"Embarcadero, San Francisco, CA",1662.0,1032.0,2677.0,1444.0,1090.0,1911.0,966.0,540.0,1295.0,549.0,1134.0,892.0,351.0,696.0,618.0,507.0,664.0,872.0,3
05/31/2019,3394,"Fisherman's Wharf, San Francisco, CA",3603,"Embarcadero, San Francisco, CA",766.0,581.0,1010.0,844.0,602.0,1183.0,942.0,836.0,1062.0,773.0,620.0,964.0,624.0,511.0,762.0,362.0,548.0,724.0,0
05/26/2019,3394,"Fisherman's Wharf, San Francisco, CA",3603,"Embarcadero, San Francisco, CA",792.0,556.0,1130.0,1063.0,764.0,640.0,847.0,625.0,1150.0,810.0,555.0,1181.0,789.0,547.0,1137.0,426.0,365.0,631.0,0
05/03/2019,3603,"Embarcadero, San Francisco, CA",3396,"The Palace Of Fine Arts, 3601 Lyon St, San Francisco, CA",1209.0,966.0,1513.0,573.0,307.0,1366.0,1353.0,1083.0,1691.0,1196.0,999.0,1432.0,672.0,260.0,1300.0,704.0,334.0,600.0,7
04/13/2019,3792,"Oracle Park, 24 Willie Mays Plaza, San Francisco, CA",3603,"Embarcadero, San Francisco, CA",455.0,334.0,619.0,370.0,317.0,432.0,439.0,337.0,570.0,544.0,397.0,747.0,362.0,291.0,452.0,415.0,240.0,730.0,15
05/26/2019,3396,"The Palace Of Fine Arts, 3601 Lyon St, San Francisco, CA",3603,"Embarcadero, San Francisco, CA",819.0,1292.0,961.0,609.0,441.0,1013.0,1092.0,1128.0,1037.0,697.0,769.0,786.0,419.0,286.0,915.0,481.0,346.0,601.0,3
06/18/2019,3396,"The Palace Of Fine Arts, 3601 Lyon St, San Francisco, CA",3603,"Embarcadero, San Francisco, CA",1425.0,1159.0,1751.0,1404.0,1175.0,1677.0,719.0,902.0,2102.0,346.0,1255.0,1235.0,1223.0,357.0,760.0,432.0,325.0,517.0,3
05/01/2019,3603,"Embarcadero, San Francisco, CA",3394,"Fisherman's Wharf, San Francisco, CA",726.0,521.0,1012.0,694.0,537.0,897.0,703.0,523.0,943.0,794.0,575.0,1096.0,720.0,480.0,1082.0,509.0,259.0,541.0,6
05/19/2019,3603,"Embarcadero, San Francisco, CA",3396,"The Palace Of Fine Arts, 3601 Lyon St, San Francisco, CA",1108.0,842.0,1459.0,578.0,569.0,2358.0,1454.0,942.0,692.0,810.0,630.0,1683.0,439.0,334.0,820.0,332.0,322.0,522.0,7
06/17/2019,3394,"Fisherman's Wharf, San Francisco, CA",3603,"Embarcadero, San Francisco, CA",819.0,604.0,1109.0,946.0,724.0,1236.0,894.0,679.0,1176.0,759.0,658.0,876.0,601.0,473.0,763.0,377.0,205.0,846.0,0
04/19/2019,3394,"Fisherman's Wharf, San Francisco, CA",3603,"Embarcadero, San Francisco, CA",755.0,576.0,991.0,885.0,255.0,868.0,831.0,689.0,1003.0,813.0,615.0,1074.0,662.0,508.0,861.0,324.0,320.0,631.0,0
04/15/2019,3394,"Fisherman's Wharf, San Francisco, CA",3603,"Embarcadero, San Francisco, CA",704.0,552.0,897.0,732.0,578.0,926.0,753.0,574.0,988.0,692.0,559.0,858.0,702.0,552.0,892.0,402.0,365.0,590.0,0
04/10/2019,3792,"Oracle Park, 24 Willie Mays Plaza, San Francisco, CA",3603,"Embarcadero, San Francisco, CA",560.0,393.0,800.0,753.0,536.0,1058.0,708.0,487.0,1029.0,523.0,409.0,670.0,472.0,339.0,657.0,386.0,343.0,436.0,15
05/17/2019,3603,"Embarcadero, San Francisco, CA",3792,"Oracle Park, 24 Willie Mays Plaza, San Francisco, CA",574.0,409.0,805.0,522.0,405.0,672.0,681.0,506.0,917.0,628.0,462.0,854.0,490.0,359.0,670.0,452.0,307.0,666.0,8
06/12/2019,3603,"Embarcadero, San Francisco, CA",3394,"Fisherman's Wharf, San Francisco, CA",672.0,505.0,894.0,758.0,558.0,1028.0,718.0,597.0,865.0,680.0,512.0,901.0,546.0,423.0,706.0,410.0,576.0,522.0,6
05/21/2019,3394,"Fisherman's Wharf, San Francisco, CA",3603,"Embarcadero, San Francisco, CA",716.0,575.0,892.0,742.0,573.0,960.0,722.0,642.0,811.0,680.0,593.0,781.0,697.0,482.0,1007.0,287.0,602.0,426.0,0
04/05/2019,3394,"Fisherman's Wharf, San Francisco, CA",3603,"Embarcadero, San Francisco, CA",761.0,578.0,1002.0,814.0,608.0,1091.0,803.0,620.0,1040.0,750.0,616.0,912.0,671.0,502.0,897.0,401.0,276.0,930.0,0
06/04/2019,3603,"Embarcadero, San Francisco, CA",3394,"Fisherman's Wharf, San Francisco, CA",653.0,482.0,883.0,579.0,458.0,731.0,741.0,576.0,953.0,690.0,524.0,910.0,561.0,412.0,764.0,425.0,301.0,461.0,6
04/01/2019,3792,"Oracle Park, 24 Willie Mays Plaza, San Francisco, CA",3603,"Embarcadero, San Francisco, CA",578.0,385.0,870.0,751.0,592.0,952.0,909.0,535.0,1542.0,496.0,384.0,639.0,415.0,338.0,510.0,379.0,309.0,466.0,15
06/19/2019,3603,"Embarcadero, San Francisco, CA",3792,"Oracle Park, 24 Willie Mays Plaza, San Francisco, CA",587.0,420.0,821.0,545.0,411.0,723.0,747.0,603.0,925.0,641.0,473.0,868.0,508.0,370.0,698.0,425.0,319.0,565.0,8
06/29/2019,3603,"Embarcadero, San Francisco, CA",3792,"Oracle Park, 24 Willie Mays Plaza, San Francisco, CA",475.0,348.0,649.0,457.0,348.0,601.0,532.0,375.0,755.0,449.0,338.0,597.0,470.0,363.0,609.0,353.0,301.0,413.0,8
04/10/2019,3603,"Embarcadero, San Francisco, CA",3394,"Fisherman's Wharf, San Francisco, CA",559.0,424.0,737.0,498.0,424.0,584.0,569.0,462.0,700.0,582.0,439.0,772.0,558.0,396.0,786.0,591.0,310.0,534.0,6
05/14/2019,3603,"Embarcadero, San Francisco, CA",3792,"Oracle Park, 24 Willie Mays Plaza, San Francisco, CA",603.0,415.0,877.0,612.0,464.0,805.0,865.0,628.0,1193.0,600.0,425.0,848.0,483.0,351.0,664.0,409.0,316.0,528.0,8
04/09/2019,3396,"The Palace Of Fine Arts, 3601 Lyon St, San Francisco, CA",3603,"Embarcadero, San Francisco, CA",1354.0,1030.0,1779.0,1379.0,1106.0,1719.0,878.0,995.0,1404.0,1346.0,704.0,1041.0,374.0,732.0,1026.0,476.0,537.0,424.0,3
05/24/2019,3603,"Embarcadero, San Francisco, CA",3792,"Oracle Park, 24 Willie Mays Plaza, San Francisco, CA",562.0,407.0,776.0,587.0,411.0,839.0,597.0,458.0,777.0,558.0,418.0,743.0,577.0,391.0,852.0,469.0,343.0,641.0,8
05/15/2019,3396,"The Palace Of Fine Arts, 3601 Lyon St, San Francisco, CA",3603,"Embarcadero, San Francisco, CA",1188.0,915.0,1543.0,1259.0,935.0,1694.0,913.0,778.0,722.0,690.0,355.0,948.0,467.0,304.0,609.0,418.0,365.0,426.0,3
06/20/2019,3394,"Fisherman's Wharf, San Francisco, CA",3603,"Embarcadero, San Francisco, CA",856.0,616.0,1189.0,1187.0,709.0,1985.0,971.0,767.0,1229.0,722.0,601.0,868.0,687.0,566.0,833.0,454.0,640.0,706.0,0
05/21/2019,3603,"Embarcadero, San Francisco, CA",3394,"Fisherman's Wharf, San Francisco, CA",608.0,449.0,822.0,583.0,411.0,826.0,692.0,521.0,919.0,584.0,496.0,687.0,547.0,416.0,721.0,375.0,646.0,461.0,6
06/17/2019,3792,"Oracle Park, 24 Willie Mays Plaza, San Francisco, CA",3603,"Embarcadero, San Francisco, CA",545.0,400.0,743.0,634.0,463.0,868.0,599.0,466.0,771.0,522.0,391.0,698.0,412.0,311.0,546.0,403.0,316.0,515.0,15
06/03/2019,3396,"The Palace Of Fine Arts, 3601 Lyon St, San Francisco, CA",3603,"Embarcadero, San Francisco, CA",1302.0,904.0,1873.0,1483.0,1058.0,2080.0,1096.0,428.0,1157.0,1346.0,611.0,1010.0,1096.0,302.0,1014.0,312.0,233.0,1045.0,3
04/16/2019,3603,"Embarcadero, San Francisco, CA",3394,"Fisherman's Wharf, San Francisco, CA",654.0,485.0,882.0,628.0,493.0,800.0,747.0,583.0,957.0,716.0,572.0,896.0,515.0,402.0,660.0,279.0,217.0,715.0,6
04/29/2019,3603,"Embarcadero, San Francisco, CA",3396,"The Palace Of Fine Arts, 3601 Lyon St, San Francisco, CA",1085.0,896.0,1313.0,1582.0,1227.0,1469.0,1168.0,986.0,1383.0,1197.0,941.0,851.0,385.0,681.0,844.0,375.0,339.0,789.0,7
06/19/2019,3394,"Fisherman's Wharf, San Francisco, CA",3603,"Embarcadero, San Francisco, CA",773.0,591.0,1013.0,909.0,647.0,1277.0,885.0,678.0,1153.0,737.0,602.0,901.0,659.0,537.0,809.0,269.0,375.0,893.0,0
05/29/2019,3603,"Embarcadero, San Francisco, CA",3394,"Fisherman's Wharf, San Francisco, CA",640.0,464.0,882.0,547.0,456.0,655.0,786.0,551.0,1123.0,570.0,449.0,722.0,522.0,414.0,658.0,600.0,551.0,561.0,6
05/18/2019,3603,"Embarcadero, San Francisco, CA",3396,"The Palace Of Fine Arts, 3601 Lyon St, San Francisco, CA",1206.0,926.0,1569.0,643.0,831.0,430.0,698.0,717.0,889.0,549.0,818.0,1351.0,1176.0,973.0,1422.0,295.0,256.0,629.0,7
04/05/2019,3603,"Embarcadero, San Francisco, CA",3394,"Fisherman's Wharf, San Francisco, CA",675.0,507.0,899.0,637.0,506.0,802.0,781.0,562.0,1086.0,685.0,549.0,853.0,563.0,449.0,705.0,474.0,399.0,930.0,6
04/19/2019,3603,"Embarcadero, San Francisco, CA",3792,"Oracle Park, 24 Willie Mays Plaza, San Francisco, CA",562.0,386.0,820.0,519.0,407.0,661.0,806.0,584.0,1112.0,585.0,411.0,832.0,465.0,327.0,663.0,462.0,339.0,627.0,8
05/17/2019,3396,"The Palace Of Fine Arts, 3601 Lyon St, San Francisco, CA",3603,"Embarcadero, San Francisco, CA",1237.0,983.0,1558.0,389.0,636.0,1456.0,563.0,544.0,2437.0,717.0,731.0,817.0,1154.0,508.0,996.0,332.0,399.0,565.0,3
04/23/2019,3603,"Embarcadero, San Francisco, CA",3792,"Oracle Park, 24 Willie Mays Plaza, San Francisco, CA",579.0,404.0,829.0,563.0,433.0,732.0,899.0,654.0,1237.0,566.0,416.0,770.0,477.0,360.0,633.0,401.0,315.0,510.0,8
06/23/2019,3396,"The Palace Of Fine Arts, 3601 Lyon St, San Francisco, CA",3603,"Embarcadero, San Francisco, CA",1238.0,958.0,1599.0,378.0,703.0,429.0,562.0,390.0,1218.0,411.0,391.0,957.0,1262.0,934.0,1706.0,455.0,299.0,407.0,3
05/14/2019,3394,"Fisherman's Wharf, San Francisco, CA",3603,"Embarcadero, San Francisco, CA",733.0,566.0,950.0,840.0,648.0,1090.0,757.0,633.0,904.0,695.0,591.0,818.0,620.0,542.0,709.0,449.0,568.0,849.0,0
04/04/2019,3603,"Embarcadero, San Francisco, CA",3396,"The Palace Of Fine Arts, 3601 Lyon St, San Francisco, CA",1047.0,891.0,1230.0,1391.0,377.0,1094.0,1025.0,691.0,1663.0,1094.0,968.0,1237.0,956.0,828.0,1103.0,408.0,312.0,1074.0,7
